text,label,category,style,source,platform,persona
"Để rồi xem phim chất vải hôm qua, tình tiết khan hiếm quá, chán chết mất!",ham,casual_chat,generated,ollama,"SMS (Nhắn tin cá nhân, báo bận, hẹn hò)","Người dùng mạng xã hội gen Z (dùng nhiều teencode, đùa cợt, bắt trend hài hước)"
"Em đang cần tìm tài liệu ôn thi lập trình mà chưa thấy ở đâu, ai biết chỗ hay thì mách nhỏ với.",ham,work_study,generated,ollama,"Tiktok Comment (Bình luận video giải trí, review đồ ăn)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Đọc code của bạn fix bug hôm kia thật là mệt, mình theo dõi luôn.",ham,work_study,generated,ollama,"Tiktok Comment (Bình luận video giải trí, review đồ ăn)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Fix bug liên tục suốt ngày làm đầu óc ù đi, chán quá!",ham,work_study,generated,ollama,"Tiktok Comment (Bình luận video giải trí, review đồ ăn)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Bạn ấy fix bug giỏi quá, bài viết hướng dẫn rất chi tiết.",ham,work_study,generated,ollama,"Tiktok Comment (Bình luận video giải trí, review đồ ăn)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Tìm mãi không thấy tài liệu ôn thi lập trình, ai có cái hay thì share với mình được không?",ham,work_study,generated,ollama,"Tiktok Comment (Bình luận video giải trí, review đồ ăn)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Em vừa fix bug xong, cảm giác thật tuyệt, như đã giải quyết một vấn đề nan giải.",ham,work_study,generated,ollama,"Tiktok Comment (Bình luận video giải trí, review đồ ăn)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Coi video review PC của bạn fix bug rồi, học được nhiều kinh nghiệm build máy mới luôn.",ham,work_study,generated,ollama,"Tiktok Comment (Bình luận video giải trí, review đồ ăn)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Em đang cần pass môn NLP này quá trời, ai có mách giúp với.",ham,q_and_a,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Mẹ bỉm sữa bình thường (hỏi kinh nghiệm nuôi con, nấu ăn, mua sắm)"
"Mẹ của các bé đều biết đấy, con em bị lười học thật.",ham,q_and_a,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Mẹ bỉm sữa bình thường (hỏi kinh nghiệm nuôi con, nấu ăn, mua sắm)"
"Có người nào đã qua môn NLP rồi không, cho em xin pass đi. 😍",ham,q_and_a,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Mẹ bỉm sữa bình thường (hỏi kinh nghiệm nuôi con, nấu ăn, mua sắm)"
"Giờ học online nhiều quá, m cần cái pass để làm bài tập.",ham,q_and_a,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Mẹ bỉm sữa bình thường (hỏi kinh nghiệm nuôi con, nấu ăn, mua sắm)"
Ai có thể chỉ giúp mẹ này cách đạt điểm cao trong môn NLP nhé? 😍,ham,q_and_a,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Mẹ bỉm sữa bình thường (hỏi kinh nghiệm nuôi con, nấu ăn, mua sắm)"
"Em đang rất lo lắng về môn NLP, có ai có thể share pass không ạ.",ham,q_and_a,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Mẹ bỉm sữa bình thường (hỏi kinh nghiệm nuôi con, nấu ăn, mua sắm)"
"Hôm nay mệt quá, mong mn chia sẻ pass môn NLP cho em với.",ham,q_and_a,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Mẹ bỉm sữa bình thường (hỏi kinh nghiệm nuôi con, nấu ăn, mua sắm)"
"Mình thấy quán cà phê mới mở gần công ty chất vải này khá ổn. Giá cả hợp lý, đồ uống ngon. Mì cay ở đây cực kì cay nhưng ok.",ham,q_and_a,generated,ollama,"SMS (Nhắn tin cá nhân, báo bận, hẹn hò)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
Zalo giờ hỗ trợ nhiều dịch vụ lắm rồi mà. Em đang muốn biết cách đăng ký pass môn học online có tiện k?,ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Người yêu thích du lịch/ẩm thực (hỏi địa điểm, chia sẻ cảm nhận quán ăn)"
"Công ty mình mới mở chi nhánh ở ngoại thành, em lo quá trình xin giấy phép phức tạp. Anh nào đã làm qua chưa? 🤔",ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Người yêu thích du lịch/ẩm thực (hỏi địa điểm, chia sẻ cảm nhận quán ăn)"
"Em nghe nói Zalo có thể giúp đỡ với vấn đề hành chính rồi nhỉ? Có ai thử chưa, giải đáp cho e với. 🥲",ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Người yêu thích du lịch/ẩm thực (hỏi địa điểm, chia sẻ cảm nhận quán ăn)"
"Hôm trước đồng nghiệp giới thiệu Zalo có dịch vụ hỗ trợ thủ tục hành chính, em muốn hỏi xem thực tế như thế nào?",ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Người yêu thích du lịch/ẩm thực (hỏi địa điểm, chia sẻ cảm nhận quán ăn)"
Pass môn học online trên Zalo có tiện lợi không hả mọi người? Ai biết chia sẻ kinh nghiệm với mình.,ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Người yêu thích du lịch/ẩm thực (hỏi địa điểm, chia sẻ cảm nhận quán ăn)"
Em đang tìm hiểu về quy trình đăng ký pass môn học qua Zalo. Mọi người giúp em với ạ. 😍,ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Người yêu thích du lịch/ẩm thực (hỏi địa điểm, chia sẻ cảm nhận quán ăn)"
"Zalo hỗ trợ làm thủ tục hành chính rồi à, ai thử chưa? Em muốn hỏi xem thế nào để thuận tiện nhất. 🙏",ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Người yêu thích du lịch/ẩm thực (hỏi địa điểm, chia sẻ cảm nhận quán ăn)"
Pass môn học online trên Zalo có dễ dàng không? Có ai đã trải nghiệm chia sẻ kinh nghiệm cho e với.,ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Người yêu thích du lịch/ẩm thực (hỏi địa điểm, chia sẻ cảm nhận quán ăn)"
Đây là 8 bình luận của người dùng thực tế như yêu cầu:,ham,work_study,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
"Mừng quá cuối tuần đến rồi, cuối ngày làm việc căng thẳng cũng sắp xong!",ham,work_study,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
"Đánh giá này dành cho những bạn đang stress với deadline nhé, nhớ nghỉ ngơi sau khi hoàn thành công việc.",ham,work_study,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
"Hôm nay mừng pass môn nên rủ cả đội ra ngoài ăn trưa, ai muốn đi cùng không?",ham,work_study,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
"Mừng pass rồi rủ rê tụ tập luôn ấy, ai thèm mệt mỏi làm gì!",ham,work_study,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
"Đánh giá này dành cho dân văn phòng như mình, cuối tuần đến là lúc thả lỏng!",ham,work_study,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
"Thích quá đi, mừng pass môn thật hạnh phúc!",ham,work_study,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
"Rất vui vì hôm nay mừng pass môn, giờ nghĩ đến việc rủ bạn bè đi ăn đã thấy phấn khởi rồi! 😭",ham,work_study,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
"Cuối tuần này chắc chắn sẽ vui vẻ, mừng pass môn rồi còn gì!",ham,work_study,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
"Thảo luận fix bug vãi, ai chả biết code phải debug nhiều mới chạy mượt.",ham,casual_chat,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Chuyện fix bug hồi trước khổ quá, mất cả tuần mới dứt. 😅",ham,casual_chat,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Hồi đó project lớn lòm, fix bug hàng loạt thua chuột nhà ta. 😂",ham,casual_chat,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Code nó loạn xạ quá trời, tìm mãi mới thấy lỗi ở đâu. 😅",ham,casual_chat,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Cứ tưởng chắc chắn rồi, mở chạy lại thì bug nhảy ra chỗ khác. 👍",ham,casual_chat,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Đúng là cái nghề này, fix bug cứ lặp đi lặp lại vô tận.",ham,casual_chat,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Chịu khó debug lâu rồi, cuối cùng cũng giải quyết xong.",ham,casual_chat,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Sau giờ làm việc cả ngày, chỉ muốn nghe code run mượt mà thôi.",ham,casual_chat,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Đi chơi à? Mình đang bận thi môn lịch sử kia, chưa chắc có thời gian.",ham,casual_chat,generated,ollama,"SMS (Nhắn tin cá nhân, báo bận, hẹn hò)","Sinh viên/Học sinh (hỏi bài, than vãn thi cử, bàn chuyện idol)"
Có gì vui quá trời luôn hả bạn? Mình còn đang lo bài kiểm tra. 👍,ham,casual_chat,generated,ollama,"SMS (Nhắn tin cá nhân, báo bận, hẹn hò)","Sinh viên/Học sinh (hỏi bài, than vãn thi cử, bàn chuyện idol)"
"Em thấy quán café gần trường cũng ok, đồ uống ngon mà giá cả hợp lý.",ham,casual_chat,generated,ollama,"SMS (Nhắn tin cá nhân, báo bận, hẹn hò)","Sinh viên/Học sinh (hỏi bài, than vãn thi cử, bàn chuyện idol)"
"Rủ đi chơi à? Mình đang bận ôn thi môn hóa học kia, chưa chắc có thể tham gia. 😭",ham,casual_chat,generated,ollama,"SMS (Nhắn tin cá nhân, báo bận, hẹn hò)","Sinh viên/Học sinh (hỏi bài, than vãn thi cử, bàn chuyện idol)"
"Quán này mik đã thử rồi, thức ăn cũng đc nhưng phục vụ hơi chậm chạp.",ham,casual_chat,generated,ollama,"SMS (Nhắn tin cá nhân, báo bận, hẹn hò)","Sinh viên/Học sinh (hỏi bài, than vãn thi cử, bàn chuyện idol)"
"Đi cafe với nhau thì vui quá, nhưng mình đang bận chuẩn bị đề cương ôn tập cho kì thi sắp tới.",ham,casual_chat,generated,ollama,"SMS (Nhắn tin cá nhân, báo bận, hẹn hò)","Sinh viên/Học sinh (hỏi bài, than vãn thi cử, bàn chuyện idol)"
Bạn rủ đi chơi à? Mình đang lo bài toán lập trình này nên chưa chắc có thể tham gia.,ham,casual_chat,generated,ollama,"SMS (Nhắn tin cá nhân, báo bận, hẹn hò)","Sinh viên/Học sinh (hỏi bài, than vãn thi cử, bàn chuyện idol)"
"Công nhận quán này đẹp thật, nhưng mình đang bận làm bài tập về nhà.",ham,casual_chat,generated,ollama,"SMS (Nhắn tin cá nhân, báo bận, hẹn hò)","Sinh viên/Học sinh (hỏi bài, than vãn thi cử, bàn chuyện idol)"
"Chào mn, ai có rảnh k dẫn đi ăn trưa nha, em đang chán làm OT quá.",ham,casual_chat,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
"Ai biết cách điều chỉnh công việc sao cho hiệu quả hơn không, em thấy áp lực quá.",ham,casual_chat,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
Bọn mình OT nhiều thế này có ảnh hưởng đến sức khỏe không nhỉ? Mọi người bảo rồi đấy.,ham,casual_chat,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
"Chị ơi, chị thường xuyên phải làm OT như vậy không? Em sợ bị stress quá.",ham,casual_chat,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
"Thấy mọi người đi chơi đông đủ quá, ai rủ em vào chứ? 🙏",ham,casual_chat,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
"Mọi người ơi, cho em hỏi là làm OT nhiều có ảnh hưởng gì đến sức khỏe không nhỉ? Em thấy mệt mỏi quá.",ham,casual_chat,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
Ai biết cách quản lý thời gian để tránh phải làm OT quá trời ko? Em đang cực khổ quá.,ham,casual_chat,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Dân văn phòng (chia sẻ áp lực công việc, rủ đi ăn trưa, than thở deadline)"
"Mình đang bế con mưa dầm nên nhà tràn nước rồi, ai có cách chống thấm không cho mình xin với.",ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Mẹ bỉm sữa bình thường (hỏi kinh nghiệm nuôi con, nấu ăn, mua sắm)"
"Thấy bé nhà bạn bảo vệ bị hăm da, mình cũng lo lắm. Ai có kem dưỡng da cho bé không?",ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Mẹ bỉm sữa bình thường (hỏi kinh nghiệm nuôi con, nấu ăn, mua sắm)"
"Bài tập kinh tế học này m làm mãi vẫn ko hiểu, anh chị nào giải giùm mình nha!",ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Mẹ bỉm sữa bình thường (hỏi kinh nghiệm nuôi con, nấu ăn, mua sắm)"
Mình vừa mua máy hút ẩm mới nhưng chưa biết dùng thế nào để hiệu quả. Các mẹ có kinh nghiệm chia sẻ với. 😅,ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Mẹ bỉm sữa bình thường (hỏi kinh nghiệm nuôi con, nấu ăn, mua sắm)"
"Nhìn cái đề bài toán khó quá, mình làm mãi vẫn không ra đáp án. Ai có cách giải nhanh không? 😂",ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Mẹ bỉm sữa bình thường (hỏi kinh nghiệm nuôi con, nấu ăn, mua sắm)"
"Bé nhà mk bị tiêu chảy, mình lo lắm. Ai có bài thuốc dân gian để chữa cho mình xin giùm.",ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Mẹ bỉm sữa bình thường (hỏi kinh nghiệm nuôi con, nấu ăn, mua sắm)"
Mình đang cần tìm cách chống ẩm trong nhà vì mưa to mấy ngày rồi. Các mẹ có mẹo gì chia sẻ với mik đi.,ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Mẹ bỉm sữa bình thường (hỏi kinh nghiệm nuôi con, nấu ăn, mua sắm)"
"Nhìn cái đề văn khó quá, m làm mãi vẫn k ra ý chính. Ai có cách phân tích nhanh chóng không?",ham,q_and_a,generated,ollama,"Zalo Message (Nhắn tin với gia đình, đồng nghiệp)","Mẹ bỉm sữa bình thường (hỏi kinh nghiệm nuôi con, nấu ăn, mua sắm)"
Chuẩn deadline quá! Ai bảo làm giấy tờ mà không cần thời gian hả? 🤔,ham,q_and_a,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Người dùng mạng xã hội gen Z (dùng nhiều teencode, đùa cợt, bắt trend hài hước)"
"Thế này nhé, ai có kinh nghiệm làm thủ tục xin chia sẻ tí nha. Deadline sắp đến rồi!",ham,q_and_a,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Người dùng mạng xã hội gen Z (dùng nhiều teencode, đùa cợt, bắt trend hài hước)"
"Em cảm ơn mn nhiều lắm, giúp em giải quyết vấn đề về deadline luôn!",ham,q_and_a,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Người dùng mạng xã hội gen Z (dùng nhiều teencode, đùa cợt, bắt trend hài hước)"
"Để ý deadline thật kỹ đi bạn ơi, đừng để lỡ hạn nộp.",ham,q_and_a,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Người dùng mạng xã hội gen Z (dùng nhiều teencode, đùa cợt, bắt trend hài hước)"
"Mình đang gấp quá, mong các cụ cao niên trong group chỉ bảo làm thủ tục cho m với!",ham,q_and_a,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Người dùng mạng xã hội gen Z (dùng nhiều teencode, đùa cợt, bắt trend hài hước)"
"Deadline tới rồi mà vẫn chưa hoàn thiện hồ sơ, mình lo lắng quá. 🥲",ham,q_and_a,generated,ollama,"Forum Discussion (Voz, TinhTe - hỏi đáp công nghệ, chuyện đời sống)","Người dùng mạng xã hội gen Z (dùng nhiều teencode, đùa cợt, bắt trend hài hước)"
"Mình vừa mua laptop mới build sẵn, hiệu năng mạnh thật, chơi game cũng sướng. Chỉ tội là win10 cứ bug liên miên, phải fix lại mấy lần, tốn thời gian quá.",ham,casual_chat,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Chủ quán cafe mình rủ đi hôm qua đồ ăn ngon nhưng wifi kém, máy tính cứ lag lag. Đã bảo shop fix win rồi mà vẫn lỗi.",ham,casual_chat,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Rủ bạn build PC mới cho mình, nhưng không được thì mua laptop cấu hình cao là ok. Win10 vẫn bug nhiều quá, làm mình bực. 👍",ham,casual_chat,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Cafe này quán nhỏ xíu nhưng đồ uống ngon, wifi ổn định hơn chỗ khác. Rủ bạn đi chơi vào tuần sau nhé, chất lượng ổn định và đáng tiền.",ham,casual_chat,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Shop mới fix win cho laptop mình rồi, mặc dù vẫn gặp vài lỗi nhỏ nhưng không sao. Sẽ ủng hộ shop tiếp vì phục vụ tốt.",ham,casual_chat,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Mình rủ tụi bạn cafe hôm nay, quán đẹp xịn nhưng wifi kém quá, máy tính cứ lag. Đã bảo fix rồi mà vẫn như cũ.",ham,casual_chat,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Cafe mới mở gần chỗ mình, đồ uống ngon, view đẹp nhưng win10 nhà cung cấp hay bug nhiều. Rủ bạn đi chơi vào cuối tuần nhé.",ham,casual_chat,generated,ollama,Shopee/Lazada Review (Đánh giá chất lượng thật sau khi mua),"Thanh niên mê công nghệ (hỏi đáp về build PC, review code, fix bug)"
"Chỗ làm này áp lực quá trời, lại còn lỗi win liên tục nữa cơ! Tức cái máy của tớ quá! 😍",ham,work_study,generated,ollama,"SMS (Nhắn tin cá nhân, báo bận, hẹn hò)","Người yêu thích du lịch/ẩm thực (hỏi địa điểm, chia sẻ cảm nhận quán ăn)"
Có ai biết chỗ nào ngon ăn gần đây k? Ăn chả íếp với công việc này luôn!,ham,work_study,generated,ollama,"SMS (Nhắn tin cá nhân, báo bận, hẹn hò)","Người yêu thích du lịch/ẩm thực (hỏi địa điểm, chia sẻ cảm nhận quán ăn)"
"Thật là, boss kiểu gì cũng tìm được lỗi cho nhân viên làm. Lỗi win thì thôi rồi.",ham,work_study,generated,ollama,"SMS (Nhắn tin cá nhân, báo bận, hẹn hò)","Người yêu thích du lịch/ẩm thực (hỏi địa điểm, chia sẻ cảm nhận quán ăn)"
"Hôm nay đi chơi về mệt phết, vừa vào nhà máy tính bị lỗi, làm sao mà viết review quán ăn nha!",ham,work_study,generated,ollama,"SMS (Nhắn tin cá nhân, báo bận, hẹn hò)","Người yêu thích du lịch/ẩm thực (hỏi địa điểm, chia sẻ cảm nhận quán ăn)"
"Lỗi win làm phiền quá, có cách nào khắc phục khong?",ham,work_study,generated,ollama,"SMS (Nhắn tin cá nhân, báo bận, hẹn hò)","Người yêu thích du lịch/ẩm thực (hỏi địa điểm, chia sẻ cảm nhận quán ăn)"
